,loteria,concurso,data,local,dezenasOrdemSorteio,dezenas,trevos,timeCoracao,mesSorte,premiacoes,estadosPremiados,observacao,acumulou,proximoConcurso,dataProximoConcurso,localGanhadores,valorArrecadado,valorAcumuladoConcurso_0_5,valorAcumuladoConcursoEspecial,valorAcumuladoProximoConcurso,valorEstimadoProximoConcurso
3452,megasena,114.0,09/05/1998, em ,"['47', '54', '18', '06', '12', '37']","['06', '12', '18', '37', '47', '54']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 71, 'valorPremio': 9626.08}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4908, 'valorPremio': 138.99}]",,,1.0,115.0,,[],0.0,3833157.5,0.0,1470833.69,0.0
3459,megasena,623.0,11/12/2004,"Caminhão da Sorte em SALVADOR, BA","['42', '23', '55', '30', '09', '49']","['09', '23', '30', '42', '49', '55']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 124, 'valorPremio': 12236.03}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6915, 'valorPremio': 218.59}]",,"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$22.000.000,00 (VINTE E DOIS MILHÕES DE REAIS).",1.0,624.0,15/12/2004,[],0.0,6333353.09,0.0,19826970.07,0.0
3461,megasena,577.0,03/07/2004,"Caminhão da Sorte em CACHOEIRO de ITAPEMIRIM, ES","['31', '47', '28', '23', '08', '24']","['08', '23', '24', '28', '31', '47']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 57, 'valorPremio': 15092.9}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4579, 'valorPremio': 187.17}]",[],"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$4.000.000,00 (QUATRO MILHÕES DE REAIS).",1.0,578.0,07/07/2004,[],0.0,6170669.8,0.0,2585472.5,0.0
3463,megasena,1574.0,15/02/2014,"Caminhão da Sorte em CRATO, CE","['06', '28', '33', '48', '46', '27']","['06', '27', '28', '33', '46', '48']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 459, 'valorPremio': 14318.71}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 29794, 'valorPremio': 315.12}]",[],,1.0,1575.0,19/02/2014,[],112259582.0,90042313.82,10081237.88,90042313.82,105000000.0
3471,megasena,2469.0,06/04/2022,"ESPAÇO DA SORTE em SÃO PAULO, SP","['05', '55', '38', '30', '28', '52']","['05', '28', '30', '38', '52', '55']",[],null,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 34, 'valorPremio': 60884.93}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2246, 'valorPremio': 1316.68}]",[],,1.0,2470.0,09/04/2022,[],35904424.5,39673720.61,37315936.79,39673720.61,45000000.0
3479,megasena,565.0,22/05/2004,"Caminhão da Sorte em FERNANDÓPOLIS, SP","['31', '37', '35', '07', '45', '34']","['07', '31', '34', '35', '37', '45']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 57, 'valorPremio': 29241.27}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6804, 'valorPremio': 244.04}]",[],"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$27.000.000,00 (VINTE E SETE MILHÕES DE REAIS).",1.0,566.0,26/05/2004,[],0.0,2083440.73,0.0,23314582.63,0.0
3511,megasena,607.0,16/10/2004,"Caminhão da Sorte em Blumenau, SC","['06', '59', '11', '27', '19', '41']","['06', '11', '19', '27', '41', '59']",[], ,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 48, 'valorPremio': 13506.67}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3059, 'valorPremio': 211.14}]",[],"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso: R$2.000.000,00 (DOIS MILHÕES DE REAIS).",1.0,608.0,20/10/2004,[],0.0,3259090.22,0.0,1134560.21,0.0
3513,megasena,1734.0,19/08/2015,"Estúdio de TV em OSASCO, SP","['52', '29', '17', '41', '12', '25']","['12', '17', '25', '29', '41', '52']",[],, ,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 64, 'valorPremio': 25676.61}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3315, 'valorPremio': 708.16}]",[],,1.0,1735.0,22/08/2015,[],28068845.0,14382569.6,46577173.77,14382569.6,19000000.0
3518,megasena,1121.0,28/10/2009,"Caminhão da Sorte em PARNAÍBA, PI","['18', '04', '59', '54', '56', '17']","['04', '17', '18', '54', '56', '59']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 22023474.44}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 94, 'valorPremio': 21458.13}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6105, 'valorPremio': 471.99}]",[],,0.0,1122.0,31/10/2009,"[{'ganhadores': 1, 'municipio': 'SÃO PAULO', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'SP'}]",34452964.0,4578094.56,41128829.98,0.0,2000000.0
3519,megasena,259.0,17/02/2001,"Caminhão da Sorte em São Carlos, SP","['20', '43', '33', '13', '15', '58']","['13', '15', '20', '33', '43', '58']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 65, 'valorPremio': 15136.22}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5581, 'valorPremio': 175.77}]",[],Estimativa prêmio próximo concurso (sena):R$17MILHÕES.,1.0,260.0,,[],0.0,12847906.45,0.0,2195724.03,0.0
3522,megasena,2194.0,02/10/2019," em SÃO PAULO, SP","['16', '08', '20', '21', '34', '31']","['08', '16', '20', '21', '31', '34']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 38, 'valorPremio': 42670.91}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2925, 'valorPremio': 791.93}]",[],,1.0,2195.0,05/10/2019,[],28123844.0,14088559.55,77075681.25,14088559.55,18000000.0
3524,megasena,1919.0,08/04/2017,"CAMINHÃO DA SORTE em CANTAGALO, RJ","['60', '28', '54', '37', '45', '11']","['11', '28', '37', '45', '54', '60']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 67, 'valorPremio': 50218.8}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5858, 'valorPremio': 820.52}]",[],,1.0,1920.0,12/04/2017,[],58358968.5,52483493.14,16500293.42,52483493.14,59000000.0
3552,megasena,1333.0,2011-11-03,"Caminhão da Sorte em MIGUEL PEREIRA, RJ","['25', '51', '26', '42', '28', '33']","['25', '26', '28', '33', '42', '51']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 54, 'valorPremio': 25689.91}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3893, 'valorPremio': 509.06}]",[],,1.0,1334.0,05/11/2011,[],23695356.0,9802265.39,54308432.16,2555470.44,5000000.0
3554,megasena,485.0,02/08/2003,"Caminhão da Sorte em Salvador, BA","['38', '28', '52', '30', '19', '57']","['19', '28', '30', '38', '52', '57']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 30, 'valorPremio': 35888.42}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3203, 'valorPremio': 334.87}]",[],"Estimativa de prêmio (SENA) próximo concurso: R$5.500.000,00.",1.0,486.0,06/08/2003,[],0.0,5520788.86,0.0,3979451.73,0.0
3555,megasena,1156.0,24/02/2010,"Caminhão da Sorte em FLORIANÓPOLIS, SC","['31', '49', '44', '24', '09', '48']","['09', '24', '31', '44', '48', '49']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 210, 'valorPremio': 21432.57}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 15420, 'valorPremio': 416.97}]",[],,1.0,1157.0,27/02/2010,[],76877700.0,9406328.92,7535323.58,61659631.2,70000000.0
3557,megasena,28.0,15/09/1996,"Auditório em Brasília, DF","['60', '06', '22', '03', '24', '54']","['03', '06', '22', '24', '54', '60']",[],,null,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 50, 'valorPremio': 19749.22}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4895, 'valorPremio': 201.73}]",[],,1.0,29.0,,[],0.0,8225610.89,0.0,4183003.48,0.0
3561,megasena,2102.0,01/12/2018,"Caminhão da Sorte em CURITIBA, PR","['06', '04', '17', '57', '34', '51']","['04', '06', '17', '34', '51', '57']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 77, 'valorPremio': 25027.75}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4557, 'valorPremio': 604.13}]",[],,1.0,2103.0,04/12/2018,[],33425577.5,9309981.36,62989190.17,6136007.75,10000000.0
3566,megasena,1547.0,13/11/2013,"Auditório em OSASCO, SP","['28', '21', '09', '10', '02', '18']","['02', '09', '10', '18', '21', '28']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 6867422.89}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 227, 'valorPremio': 8776.15}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 11559, 'valorPremio': 246.21}]",[],SORTEIO REALIZADO EM ESTÚDIO DE TV.,0.0,1548.0,16/11/2013,"[{'ganhadores': 1, 'municipio': 'RECIFE', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'PE'}]",34028022.0,15218398.26,53804975.33,0.0,2500000.0
3571,megasena,82.0,28/09/1997,"Auditório em Brasília, DF","['51', '36', '53', '29', '18', '15']","['15', '18', '29', '36', '51', '53']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 13877826.02}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 77, 'valorPremio': 15982.73}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5889, 'valorPremio': 208.57}]",[],Ganhador da SENA do Estado da Bahia.,0.0,83.0,,"[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'BA'}]",0.0,2859051.43,0.0,0.0,0.0
3573,megasena,1658.0,03/12/2014,"ESTÚDIO DE TV. em OSASCO, SP","['07', '40', '19', '49', '11', '23']","['07', '11', '19', '23', '40', '49']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 3748248.31}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 110, 'valorPremio': 18497.85}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 7011, 'valorPremio': 414.6}]",[],,0.0,1659.0,06/12/2014,"[{'ganhadores': 1, 'municipio': 'RIO DE JANEIRO', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'RJ'}]",34755275.0,20952253.88,79061612.86,0.0,3000000.0
3574,megasena,2114.0,12/01/2019,"Espaço Loterias Caixa em SÃO PAULO, SP","['35', '17', '30', '25', '42', '57']","['17', '25', '30', '35', '42', '57']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 70, 'valorPremio': 34091.54}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4376, 'valorPremio': 779.05}]",[],,1.0,2115.0,15/01/2019,[],41391486.5,19917929.17,1747186.82,19917929.17,25000000.0
3575,megasena,1747.0,2015-10-03,"Caminhão da Sorte em VIÇOSA, MG","['53', '34', '59', '33', '48', '06']","['06', '33', '34', '48', '53', '59']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 2, 'valorPremio': 23221167.26}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 93, 'valorPremio': 51651.09}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 8700, 'valorPremio': 788.76}]",[],,0.0,1748.0,07/10/2015,"[{'ganhadores': 1, 'municipio': 'ITAÍ', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'SP'}, {'ganhadores': 1, 'municipio': 'SÃO PAULO', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'SP'}]",82048242.5,13726631.71,56710206.59,0.0,3000000.0
3579,megasena,2223.0,11/01/2020," em SÃO PAULO, SP","['49', '26', '02', '56', '40', '42']","['02', '26', '40', '42', '49', '56']",[],,null,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 45, 'valorPremio': 47600.35}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2702, 'valorPremio': 1132.5}]",[],,1.0,2224.0,15/01/2020,[],37151973.0,6058435.82,1376917.27,9638420.62,14000000.0
3582,megasena,1050.0,21/02/2009,"Caminhão da Sorte em ARACATI, CE","['60', '14', '45', '24', '33', '26']","['14', '24', '26', '33', '45', '60']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 66, 'valorPremio': 18549.47}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4590, 'valorPremio': 266.73}]",,,1.0,1051.0,25/02/2009,[],0.0,1417570.25,7415942.68,10189998.98,12000000.0
3583,megasena,1540.0,19/10/2013,"Caminhão da Sorte em SANTA HELENA DE GOIÁS, GO","['54', '47', '27', '17', '03', '32']","['03', '17', '27', '32', '47', '54']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 299, 'valorPremio': 8340.81}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 14429, 'valorPremio': 246.91}]",[],,1.0,1541.0,23/10/2013,[],42597696.0,2887675.38,46702379.98,18727668.11,23000000.0
3584,megasena,1744.0,23/09/2015,"Caminhão da Sorte em ITAOCARA, RJ","['12', '09', '56', '29', '14', '42']","['09', '12', '14', '29', '42', '56']",[], ,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 96, 'valorPremio': 23463.68}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5272, 'valorPremio': 610.37}]",[],,1.0,1745.0,26/09/2015,[],38474611.0,24604511.33,53590517.52,24604511.33,30000000.0
3590,megasena,1184.0,2010-06-02,"Caminhão da Sorte em CAMPOS DOS GOYTACAZES, RJ","['04', '23', '27', '28', '09', '30']","['04', '09', '23', '27', '28', '30']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 134, 'valorPremio': 8850.14}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 7342, 'valorPremio': 230.75}]",[],,1.0,1185.0,05/06/2010,[],20256366.0,14661502.87,23069842.46,14661502.87,18000000.0
3600,megasena,872.0,02/06/2007,"Caminhão da Sorte em ANANINDEUA, PA","['18', '55', '58', '43', '31', '05']","['05', '18', '31', '43', '55', '58']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 81, 'valorPremio': 14747.74}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4636, 'valorPremio': 256.7}]",[],,1.0,873.0,06/06/2007,[],0.0,3859414.14,0.0,12106777.43,14000000.0
3602,megasena,2294.0,2020-08-29,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP","['09', '43', '20', '41', '33', '15']","['09', '15', '20', '33', '41', '43']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 49, 'valorPremio': 85567.49}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5779, 'valorPremio': 1036.46}]",[],,1.0,2295.0,02/09/2020,[],72721714.5,72530802.23,57593784.6,72530802.23,82000000.0
3609,megasena,388.0,17/08/2002,"Caminhão da Sorte em Olímpia, SP","['52', '48', '53', '58', '23', '36']","['23', '36', '48', '52', '53', '58']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 46, 'valorPremio': 18826.46}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4293, 'valorPremio': 200.97}]",[],"Estimativa de prêmio (SENA) próximo concurso: R$3.700.000,00.",1.0,389.0,21/08/2002,[],0.0,11592582.68,0.0,2728273.75,0.0
3617,megasena,2851.0,10/04/2025,"ESPAÇO DA SORTE em SÃO PAULO, SP","['06', '43', '17', '37', '05', '54']","['05', '06', '17', '37', '43', '54']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 60, 'valorPremio': 45928.67}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4264, 'valorPremio': 923.25}]",[],,1.0,2852.0,12/04/2025,[],47316055.0,6104958.85,32377966.04,30519446.16,37000000.0
3622,megasena,2039.0,10/05/2018,"Caminhão da Sorte em MARAVILHA, SC","['28', '22', '06', '31', '44', '12']","['06', '12', '22', '28', '31', '44']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 91, 'valorPremio': 28718.92}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6415, 'valorPremio': 581.98}]",[],,1.0,2040.0,12/05/2018,[],45328972.5,44786421.27,26017731.74,44786421.27,50000000.0
3624,megasena,2022.0,2018-03-14,"Caminhão da Sorte em MANHUAÇU, MG","['28', '60', '52', '45', '04', '48']","['04', '28', '45', '48', '52', '60']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 79, 'valorPremio': 47183.15}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6343, 'valorPremio': 839.5}]",[],,1.0,2023.0,17/03/2018,[],64651783.0,12004492.94,15853482.16,51892650.46,60000000.0
3630,megasena,1635.0,13/09/2014,"Caminhão da Sorte em VALENÇA, RJ","['30', '32', '51', '08', '28', '23']","['08', '23', '28', '30', '32', '51']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 112, 'valorPremio': 25026.29}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6874, 'valorPremio': 582.51}]",[],,1.0,1636.0,17/09/2014,[],47876382.5,3245514.76,53601273.12,23124391.25,30000000.0
3633,megasena,726.0,04/01/2006,"Caminhão da Sorte em NOVA FRIBURGO, RJ","['40', '47', '01', '05', '07', '37']","['01', '05', '07', '37', '40', '47']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 35, 'valorPremio': 15459.49}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2838, 'valorPremio': 189.94}]",[],"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 07/01/2006: R$2.000.000,00.",1.0,727.0,07/01/2006,[],0.0,5091873.23,0.0,946893.69,0.0
3636,megasena,1834.0,06/07/2016,"Caminhão da Sorte em IPAMERI, GO","['02', '22', '51', '24', '48', '17']","['02', '17', '22', '24', '48', '51']",[], ,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 9144980.42}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 100, 'valorPremio': 19132.74}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5132, 'valorPremio': 532.58}]",[],,0.0,1835.0,09/07/2016,"[{'ganhadores': 1, 'municipio': 'CAPITÓLIO', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'MG'}]",33185138.0,10231674.84,33743838.73,0.0,15000000.0
3637,megasena,378.0,13/07/2002,"Caminhão da Sorte em Jaboticabal, SP","['55', '45', '48', '41', '05', '38']","['05', '38', '41', '45', '48', '55']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 36, 'valorPremio': 25450.6}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3115, 'valorPremio': 293.02}]",[],"Estimativa de prêmio (SENA) próximo concurso: R$5.400.000,00.",1.0,379.0,17/07/2002,[],0.0,5247170.3,0.0,4498508.08,0.0
3639,megasena,440.0,22/02/2003,"Caminhão da Sorte em Dourados, MS","['46', '23', '30', '47', '05', '03']","['03', '05', '23', '30', '46', '47']",[], ,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 139, 'valorPremio': 10909.13}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 10120, 'valorPremio': 149.28}]",[],"Estimativa de prêmio (SENA) próximo concurso: R$18.000.000,00 (DEZOITO MILHÕES!!!).",1.0,441.0,26/02/2003,[],0.0,1213094.73,0.0,15970566.86,0.0
3641,megasena,125.0,25/07/1998, em ,"['56', '47', '25', '59', '53', '41']","['25', '41', '47', '53', '56', '59']",[], ,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 46, 'valorPremio': 15425.68}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2784, 'valorPremio': 254.38}]",[],,1.0,126.0,,[],0.0,8121040.18,0.0,851497.47,0.0
3643,megasena,2133.0,13/03/2019,"Caminhão da Sorte em ITUPEVA, SP","['26', '20', '19', '51', '52', '57']","['19', '20', '26', '51', '52', '57']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 32, 'valorPremio': 58792.56}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2790, 'valorPremio': 963.31}]",[],,1.0,2134.0,16/03/2019,[],32631630.5,13568312.72,14182061.61,6599683.59,11000000.0
3650,megasena,1678.0,14/02/2015,"Caminhão da Sorte em PORTO SEGURO, BA","['35', '52', '17', '19', '09', '11']","['09', '11', '17', '19', '35', '52']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 111, 'valorPremio': 16634.25}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6955, 'valorPremio': 379.25}]",[],,1.0,1679.0,18/02/2015,[],31537917.5,10509160.21,7890657.16,3401266.3,6000000.0
3652,megasena,348.0,27/03/2002,"Caminhão da Sorte em Bandeirantes, PR","['39', '40', '33', '52', '19', '30']","['19', '30', '33', '39', '40', '52']",[],nan,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 19, 'valorPremio': 26763.06}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 1547, 'valorPremio': 327.46}]",[],"Estimativa de prêmio (SENA) próximo concurso: R$2.700.000,00.",1.0,349.0,30/03/2002,[],0.0,7168341.86,0.0,1944413.01,0.0
3654,megasena,1896.0,21/01/2017,"CAMINHÃO DA SORTE em TEÓFILO OTONI, MG","['25', '06', '14', '21', '03', '15']","['03', '06', '14', '15', '21', '25']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 28783383.17}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 133, 'valorPremio': 19529.58}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 7692, 'valorPremio': 482.4}]",[],,0.0,1897.0,25/01/2017,"[{'ganhadores': 1, 'municipio': 'ITANHAÉM', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'SP'}]",45051695.5,5703309.78,3025148.59,0.0,2500000.0
3656,megasena,599.0,18/09/2004,"Caminhão da Sorte em PORTO ALEGRE, RS","['06', '45', '51', '09', '23', '04']","['04', '06', '09', '23', '45', '51']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 65, 'valorPremio': 10375.8}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4755, 'valorPremio': 141.31}]",[],"Acumulou!!! Estimativa de prêmio (SENA) próximo concurso: R$17.000.000,00 (DEZESSETE MILHÕES DE REAIS).",1.0,600.0,22/09/2004,[],0.0,15168219.08,0.0,15168219.08,0.0
3661,megasena,1516.0,31/07/2013,"Auditório em SÃO PAULO, SP","['34', '60', '18', '45', '04', '20']","['04', '18', '20', '34', '45', '60']",[], ,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 2581185.45}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 56, 'valorPremio': 25021.69}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3946, 'valorPremio': 507.28}]",[],Sorteio realizado em estúdio de TV.,0.0,1517.0,03/08/2013,"[{'ganhadores': 1, 'municipio': 'NOVO PROGRESSO', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'PA'}]",23933796.0,3901521.31,34820586.59,0.0,2500000.0
