,loteria,concurso,data,local,dezenasOrdemSorteio,dezenas,trevos,timeCoracao,mesSorte,premiacoes,estadosPremiados,observacao,acumulou,proximoConcurso,dataProximoConcurso,localGanhadores,valorArrecadado,valorAcumuladoConcurso_0_5,valorAcumuladoConcursoEspecial,valorAcumuladoProximoConcurso,valorEstimadoProximoConcurso
3664,megasena,791.0,19/08/2006,"Caminhão da Sorte em TAGUATINGA, DF","['42', '35', '19', '09', '14', '58']","['09', '14', '19', '35', '42', '58']",,-,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 12212213.94}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 114, 'valorPremio': 8665.54}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5756, 'valorPremio': 170.97}]",[],"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 23/08/2006: R$1.000.000,00.",0.0,792.0,23/08/2006,"[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'SP'}]",0.0,2274753.21,0.0,0.0,0.0
3666,megasena,2101.0,28/11/2018,"Caminhão da Sorte em CURITIBA, PR","['58', '56', '18', '08', '02', '37']","['02', '08', '18', '37', '56', '58']",[],-,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 61, 'valorPremio': 23013.76}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3852, 'valorPremio': 520.63}]",[],,1.0,2102.0,01/12/2018,[],24349150.0,7078560.19,62482048.98,2586019.52,6000000.0
3669,megasena,1867.0,18/10/2016,"Espaço Caixa Loterias em SÃO PAULO, SP","['03', '43', '21', '17', '22', '10']","['03', '10', '17', '21', '22', '43']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 96, 'valorPremio': 21908.52}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6158, 'valorPremio': 487.91}]",[],,1.0,1868.0,20/10/2016,[],36479653.0,8312222.93,52729559.6,31028209.82,35000000.0
3671,megasena,1517.0,03/08/2013,"Caminhão da Sorte em JOÃO PESSOA, PB","['45', '38', '52', '17', '07', '56']","['07', '17', '38', '45', '52', '56']",[],nan,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 60, 'valorPremio': 25710.14}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5366, 'valorPremio': 410.68}]",[],,1.0,1518.0,06/08/2013,[],26348906.0,5687699.77,35226536.24,2841647.55,6000000.0
3674,megasena,2573.0,14/03/2023,"ESPAÇO DA SORTE em SÃO PAULO, SP","['37', '06', '49', '26', '32', '35']","['06', '26', '32', '35', '37', '49']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 37, 'valorPremio': 58420.68}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2718, 'valorPremio': 1136.11}]",[],,1.0,2574.0,16/03/2023,[],37491048.0,13924462.09,24117737.69,13642781.39,18000000.0
3675,megasena,792.0,23/08/2006,"Caminhão da Sorte em Taguatinga, DF","['43', '56', '09', '45', '29', '34']","['09', '29', '34', '43', '45', '56']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 32, 'valorPremio': 15844.65}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 1949, 'valorPremio': 259.17}]",[],"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 26/08/2006: R$2.000.000,00.",1.0,793.0,26/08/2006,[],0.0,2908539.22,0.0,887300.41,0.0
3679,megasena,1707.0,23/05/2015,"CAMINHÃO DA SORTE em IPORÁ, GO","['36', '27', '20', '07', '16', '52']","['07', '16', '20', '27', '36', '52']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 65, 'valorPremio': 26797.28}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4048, 'valorPremio': 614.7}]",[],,1.0,1708.0,27/05/2015,[],29751635.0,9605157.94,26700232.41,3208621.29,6500000.0
3682,megasena,2130.0,02/03/2019,"CAMINHÃO DA SORTE em VIDEIRA, SC","['13', '53', '16', '36', '55', '54']","['13', '16', '36', '53', '54', '55']",[],--,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 101, 'valorPremio': 42283.94}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 7900, 'valorPremio': 772.27}]",,,1.0,2131.0,06/03/2019,[],74073569.5,4944995.55,12222216.77,71818978.53,80000000.0
3694,megasena,1593.0,23/04/2014,"Auditório em OSASCO, SP","['04', '17', '38', '09', '18', '21']","['04', '09', '17', '18', '21', '38']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 5259292.04}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 136, 'valorPremio': 11281.23}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 8689, 'valorPremio': 252.24}]",[],SORTEIO REALIZADO EM ESTÚDIO DE TV.,0.0,1594.0,26/04/2014,"[{'ganhadores': 1, 'municipio': 'RESTINGA', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'SP'}]",26206082.0,11585703.4,25477102.98,0.0,3000000.0
3695,megasena,318.0,01/12/2001,"Caminhão da Sorte em ivaiporã, PR","['19', '53', '40', '03', '31', '20']","['03', '19', '20', '31', '40', '53']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 2227008.03}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 46, 'valorPremio': 16340.54}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3071, 'valorPremio': 243.84}]",[],Estimativa prêmio próximo concurso (sena) R$ 550 MIL.,0.0,319.0,05/12/2001,"[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'SP'}]",0.0,6276033.89,0.0,0.0,0.0
3712,megasena,2495.0,28/06/2022,"ESPAÇO DA SORTE em SÃO PAULO, SP","['33', '41', '08', '12', '30', '14']","['08', '12', '14', '30', '33', '41']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 37, 'valorPremio': 54647.64}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3602, 'valorPremio': 801.92}]",,,1.0,2496.0,30/06/2022,[],35069728.5,2341220.0,65776260.65,31664380.64,37000000.0
3714,megasena,1504.0,19/06/2013,"Caminhão da Sorte em SÃO JOÃO DA BARRA, RJ","['41', '02', '42', '30', '12', '10']","['02', '10', '12', '30', '41', '42']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 74, 'valorPremio': 25045.42}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5957, 'valorPremio': 444.46}]",[],,1.0,1505.0,22/06/2013,[],31656794.0,20439900.82,27752532.6,20439900.82,25000000.0
3715,megasena,64.0,25/05/1997,"Auditório em Brasília, DF","['08', '54', '50', '60', '23', '12']","['08', '12', '23', '50', '54', '60']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 29, 'valorPremio': 23309.96}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2441, 'valorPremio': 276.38}]",[],,1.0,65.0,,[],0.0,4075875.0,0.0,811186.58,0.0
3716,megasena,2247.0,28/03/2020," em SÃO PAULO, SP","['42', '53', '47', '01', '44', '48']","['01', '42', '44', '47', '48', '53']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 10, 'valorPremio': 86553.24}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 908, 'valorPremio': 1361.75}]",[],,1.0,2248.0,01/04/2020,[],15012139.5,3600973.34,26421940.61,2834266.14,4800000.0
3717,megasena,519.0,03/12/2003,"Caminhão da Sorte em AVARÉ, SP","['09', '36', '15', '19', '42', '22']","['09', '15', '19', '22', '36', '42']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 111, 'valorPremio': 9685.31}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 7018, 'valorPremio': 152.61}]",[],"ACUMULOU!!! Estimativa de prêmio (SENA) próximo concurso: R$21.000.000,00 (VINTE E UM MILHÕES DE REAIS).",1.0,520.0,06/12/2003,[],0.0,18558840.36,0.0,18558840.36,0.0
3720,megasena,1590.0,12/04/2014,"Caminhão da Sorte em CACHOEIRINHA, RS","['40', '07', '44', '55', '34', '20']","['07', '20', '34', '40', '44', '55']",[], ,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 89, 'valorPremio': 37931.98}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 8050, 'valorPremio': 599.1}]",[],,1.0,1591.0,16/04/2014,[],57663666.0,3908989.56,23732395.24,30672645.09,38000000.0
3723,megasena,2756.0,01/08/2024,"ESPAÇO DA SORTE em SÃO PAULO, SP","['01', '46', '13', '18', '06', '43']","['01', '06', '13', '18', '43', '46']",[],null,--,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 48, 'valorPremio': 32726.42}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2714, 'valorPremio': 826.85}]",,,1.0,2757.0,03/08/2024,[],27245760.0,7345660.67,85113850.33,2893704.06,6500000.0
3732,megasena,1145.0,16/01/2010,"Caminhão da Sorte em TORRES, RS","['19', '03', '60', '33', '24', '16']","['03', '16', '19', '24', '33', '60']",[],N/A,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 14836725.73}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 129, 'valorPremio': 13095.79}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 8734, 'valorPremio': 276.31}]",[],,0.0,1146.0,20/01/2010,"[{'ganhadores': 1, 'municipio': 'BRASÍLIA', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'DF'}]",28855462.0,1956096.57,1473054.66,0.0,2000000.0
3738,megasena,1445.0,24/11/2012,"Caminhão da Sorte em QUATIS, RJ","['41', '32', '19', '58', '05', '49']","['05', '19', '32', '41', '49', '58']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 33883410.57}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 133, 'valorPremio': 25183.96}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 10497, 'valorPremio': 455.83}]",[],,0.0,1446.0,28/11/2012,"[{'ganhadores': 1, 'municipio': 'ARAXÁ', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'MG'}]",57211388.0,3878329.87,50836920.5,0.0,2500000.0
3742,megasena,1578.0,2014-03-01,"Caminhão da Sorte em MADRE DE DEUS, BA","['06', '53', '56', '30', '37', '03']","['03', '06', '30', '37', '53', '56']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 107, 'valorPremio': 16801.81}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6347, 'valorPremio': 404.64}]",,,1.0,1579.0,05/03/2014,[],30707654.0,20348765.14,14705957.28,3311724.97,5000000.0
3746,megasena,915.0,31/10/2007,"Caminhão da Sorte em JUAZEIRO DO NORTE, CE","['20', '28', '49', '26', '17', '48']","['17', '20', '26', '28', '48', '49']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 9448268.16}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 44, 'valorPremio': 24127.91}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3580, 'valorPremio': 295.43}]",[],Ganhador de 6 acertos: Goiânia/GO.,0.0,916.0,03/11/2007,"[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'GO'}]",0.0,1327034.64,0.0,0.0,1500000.0
3747,megasena,2806.0,10/12/2024,"ESPAÇO DA SORTE em SÃO PAULO, SP","['33', '46', '45', '13', '05', '11']","['05', '11', '13', '33', '45', '46']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 76, 'valorPremio': 22055.23}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4737, 'valorPremio': 505.5}]",[],,1.0,2807.0,12/12/2024,[],28780510.0,5458252.99,131486365.74,3087731.41,7000000.0
3751,megasena,2898.0,07/08/2025,"ESPAÇO DA SORTE em SÃO PAULO, SP","['32', '38', '30', '48', '14', '23']","['14', '23', '30', '32', '38', '48']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 20, 'valorPremio': 61349.01}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 1483, 'valorPremio': 1363.78}]",[],,1.0,2899.0,09/08/2025,[],30790818.0,20218173.38,78827184.1,3775323.78,9000000.0
3755,megasena,1900.0,04/02/2017,"Caminhão da Sorte em MACEIÓ, AL","['46', '11', '08', '43', '28', '27']","['08', '11', '27', '28', '43', '46']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 87, 'valorPremio': 29411.18}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5573, 'valorPremio': 655.91}]",,,1.0,1901.0,08/02/2017,[],44381116.5,2962789.9,4937827.12,24545054.4,30000000.0
3760,megasena,2311.0,22/10/2020,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP","['60', '09', '35', '43', '05', '03']","['03', '05', '09', '35', '43', '60']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 58, 'valorPremio': 42990.76}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5162, 'valorPremio': 690.06}]",[],,1.0,2312.0,24/10/2020,[],43247637.0,4951861.93,72439819.16,32824904.54,38000000.0
3762,megasena,2509.0,10/08/2022,"ESPAÇO DA SORTE em SÃO PAULO, SP","['50', '08', '37', '59', '39', '60']","['08', '37', '39', '50', '59', '60']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 47, 'valorPremio': 48983.97}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2560, 'valorPremio': 1284.73}]",[],,1.0,2510.0,13/08/2022,[],39931078.5,20074834.59,75333148.37,20074834.59,27000000.0
3763,megasena,477.0,05/07/2003,"Caminhão da Sorte em Petrópolis, RJ","['47', '34', '08', '06', '18', '38']","['06', '08', '18', '34', '38', '47']",[],null,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 3, 'valorPremio': 10401481.92}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 279, 'valorPremio': 12900.92}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 21958, 'valorPremio': 163.3}]",[],"Estimativa de prêmio (SENA) próximo concurso: R$700.000,00.",0.0,478.0,09/07/2003,"[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'AM'}, {'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'RN'}, {'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'RS'}]",0.0,12935804.21,0.0,0.0,0.0
3764,megasena,1739.0,05/09/2015,"Caminhão da Sorte em ITAPEMIRIM, ES","['34', '17', '09', '46', '10', '32']","['09', '10', '17', '32', '34', '46']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 51, 'valorPremio': 35501.76}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4020, 'valorPremio': 643.42}]",[],,1.0,1740.0,09/09/2015,[],30926217.0,20663830.42,50515477.06,20663830.42,27000000.0
3774,megasena,2209.0,20/11/2019," em SÃO PAULO, SP","['32', '22', '47', '28', '33', '25']","['22', '25', '28', '32', '33', '47']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 49, 'valorPremio': 42445.66}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3746, 'valorPremio': 793.16}]",[],,1.0,2210.0,23/11/2019,[],36073530.0,26567458.66,86595367.11,26567458.66,31000000.0
3775,megasena,1922.0,19/04/2017,"CAMINHÃO DA SORTE em SÃO FIDÉLIS, RJ","['20', '41', '22', '36', '43', '38']","['20', '22', '36', '38', '41', '43']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 124, 'valorPremio': 43174.39}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 8817, 'valorPremio': 867.41}]",,,1.0,1923.0,22/04/2017,[],92856928.5,15435537.45,20008370.14,77040029.99,88000000.0
3779,megasena,2931.0,23/10/2025,"ESPAÇO DA SORTE em SÃO PAULO, SP","['36', '52', '19', '47', '23', '04']","['04', '19', '23', '36', '47', '52']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 138, 'valorPremio': 22307.65}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6897, 'valorPremio': 735.73}]",[],,1.0,2932.0,25/10/2025,[],77253222.0,9999771.22,130313034.74,83850164.47,95000000.0
3786,megasena,192.0,06/11/1999, em ,"['01', '60', '26', '41', '28', '54']","['01', '26', '28', '41', '54', '60']",,,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 53, 'valorPremio': 23005.08}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4403, 'valorPremio': 275.87}]",[],A MEGASENA Acumulou!!! Estimativa de prêmio para o próximo concurso acima de 3 Milhões.,1.0,193.0,,[],0.0,8653205.21,0.0,1463122.78,0.0
3794,megasena,585.0,31/07/2004,"Caminhão da Sorte em FORMOSA, GO","['24', '39', '12', '33', '57', '36']","['12', '24', '33', '36', '39', '57']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 1, 'valorPremio': 10166807.68}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 124, 'valorPremio': 8468.35}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 7122, 'valorPremio': 146.89}]",[],"Estimativa de prêmio (SENA) próximo concurso: R$800.000,00.",0.0,586.0,04/08/2004,"[{'ganhadores': 1, 'municipio': '', 'nomeFatansiaUL': '', 'serie': '', 'posicao': 1, 'uf': 'MG'}]",0.0,1312594.21,0.0,0.0,0.0
3798,megasena,810.0,2006-10-25,"Caminhão da Sorte em JI-PARANÁ, RO","['04', '33', '01', '48', '05', '37']","['01', '04', '05', '33', '37', '48']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 75, 'valorPremio': 17505.65}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 6450, 'valorPremio': 202.79}]",[],"ACUMULOU!!! Estimativa de prêmio (Sena) para o próximo concurso, a ser realizado em 28/10/2006: R$30.000.000,00.",1.0,811.0,28/10/2006,[],0.0,1641154.04,0.0,26441472.82,30000000.0
3800,megasena,868.0,19/05/2007,"Caminhão da Sorte em Santa Cruz, RN","['57', '51', '21', '22', '25', '40']","['21', '22', '25', '40', '51', '57']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 37, 'valorPremio': 32369.99}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3453, 'valorPremio': 345.54}]",[],"ACUMULOU!!! Estimativa de prêmio (Sena) para o próximo concurso, a ser realizado em 23/05/2007: R$16.000.000,00.",1.0,869.0,23/05/2007,[],0.0,5249072.4,0.0,14156101.29,16000000.0
3801,megasena,793.0,26/08/2006,"Caminhão da Sorte em Taguatinga, DF","['03', '51', '33', '15', '16', '57']","['03', '15', '16', '33', '51', '57']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 62, 'valorPremio': 10387.12}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3629, 'valorPremio': 176.79}]",[],"ACUMULOU!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 30/08/2006: R$3.000.000,00.",1.0,794.0,30/08/2006,[],0.0,3713540.4,0.0,2014302.06,0.0
3803,megasena,1007.0,2008-09-24,"Caminhão da Sorte em TEUTÔNIA, RS","['49', '27', '04', '36', '52', '37']","['04', '27', '36', '37', '49', '52']",[],nan,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 46, 'valorPremio': 17494.4}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2884, 'valorPremio': 279.04}]",[],,1.0,1008.0,27/09/2008,[],0.0,3516905.84,5432664.44,1482420.65,3500000.0
3804,megasena,107.0,22/03/1998, em ,"['02', '24', '52', '04', '16', '51']","['02', '04', '16', '24', '51', '52']",[],, ,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 35, 'valorPremio': 21494.23}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 3554, 'valorPremio': 211.26}]",[],A MEGA EST- ACUMULADA ! ! !,1.0,108.0,,[],0.0,5126763.7,0.0,3171136.01,0.0
3808,megasena,1857.0,2016-09-17,"Caminhão da Sorte em RIO DE JANEIRO, RJ","['53', '35', '52', '25', '23', '13']","['13', '23', '25', '35', '52', '53']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 198, 'valorPremio': 14706.29}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 5600, 'valorPremio': 742.81}]",[],,1.0,1858.0,20/09/2016,[],50505038.5,8377418.1,46875751.88,27688151.39,32000000.0
3813,megasena,2216.0,14/12/2019," em SÃO PAULO, SP","['24', '42', '48', '10', '43', '49']","['10', '24', '42', '43', '48', '49']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 49, 'valorPremio': 62000.46}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4361, 'valorPremio': 995.19}]",[],,1.0,2217.0,17/12/2019,[],52692673.5,6474910.24,92052554.77,31185223.61,36000000.0
3814,megasena,2350.0,06/03/2021,"ESPAÇO LOTERIAS CAIXA em SÃO PAULO, SP","['45', '28', '34', '29', '25', '41']","['25', '28', '29', '34', '41', '45']",[],,,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 40, 'valorPremio': 64050.85}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 2828, 'valorPremio': 1294.21}]",[],,1.0,2351.0,10/03/2021,[],44436942.0,2966565.81,11910576.75,21838152.59,27000000.0
3815,megasena,1478.0,20/03/2013,"Auditório em SÃO PAULO, SP","['10', '40', '27', '47', '55', '37']","['10', '27', '37', '40', '47', '55']",[], ,nan,"[{'descricao': '6 acertos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos', 'faixa': 2, 'ganhadores': 56, 'valorPremio': 35716.33}, {'descricao': '4 acertos', 'faixa': 3, 'ganhadores': 4924, 'valorPremio': 580.28}]",[],SORTEIO REALIZADO EM ESTÚDIO DE TV.,1.0,1479.0,23/03/2013,[],34163442.0,8907682.81,12189542.95,10025127.83,15000000.0
