,loteria,concurso,data,local,dezenasOrdemSorteio,dezenas,trevos,timeCoracao,mesSorte,premiacoes,estadosPremiados,observacao,acumulou,proximoConcurso,dataProximoConcurso,localGanhadores,valorArrecadado,valorAcumuladoConcurso_0_5,valorAcumuladoConcursoEspecial,valorAcumuladoProximoConcurso,valorEstimadoProximoConcurso
4372,maismilionaria,130.0,16/03/2024,"Espaço da Sorte em SAO PAULO, SP","['11', '47', '05', '26', '06', '31', '02', '01']","['05', '06', '11', '26', '31', '47']","['1', '2']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 29, 'valorPremio': 26204.48}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 125, 'valorPremio': 2004.21}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1815, 'valorPremio': 138.03}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2193, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 21861, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 18175, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 176878, 'valorPremio': 6}]",[],,1.0,131.0,20/03/2024,[],14785698.0,0.0,0.0,154678338.9,157000000.0
4406,maismilionaria,52.0,20/05/2023,"Espaço da Sorte em SAO PAULO, SP","['49', '29', '36', '24', '31', '50', '04', '06']","['24', '29', '31', '36', '49', '50']","['4', '6']",N/A,--,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 172929.15}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 25, 'valorPremio': 6148.59}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 70, 'valorPremio': 1646.94}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1513, 'valorPremio': 108.85}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1623, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 15434, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 11895, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 109918, 'valorPremio': 6}]",[],,1.0,53.0,27/05/2023,[],9709758.0,0.0,0.0,40877808.83,42000000.0
4420,maismilionaria,253.0,24/05/2025,"Espaço da Sorte em SAO PAULO, SP","['18', '44', '36', '46', '48', '08', '06', '04']","['08', '18', '36', '44', '46', '48']","['4', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 34, 'valorPremio': 23060.15}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 114, 'valorPremio': 2267.33}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1753, 'valorPremio': 147.44}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2041, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 19795, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 16093, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 152301, 'valorPremio': 6}]",[],,1.0,254.0,28/05/2025,[],14403654.0,0.0,0.0,85773758.1,87000000.0
4430,maismilionaria,48.0,22/04/2023,"Espaço da Sorte em SAO PAULO, SP","['49', '46', '39', '38', '36', '10', '03', '01']","['10', '36', '38', '39', '46', '49']","['1', '3']",,--,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 11, 'valorPremio': 36852.7}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 59, 'valorPremio': 1585.58}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 747, 'valorPremio': 178.9}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1120, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 9680, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 9782, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 78345, 'valorPremio': 6}]",[],,1.0,49.0,29/04/2023,[],7535082.0,0.0,0.0,36798532.14,38000000.0
4568,maismilionaria,125.0,28/02/2024,"Espaço da Sorte em SAO PAULO, SP","['42', '33', '38', '41', '43', '24', '02', '06']","['24', '33', '38', '41', '42', '43']","['2', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 230735.54}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 18, 'valorPremio': 11394.35}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 111, 'valorPremio': 1979.71}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1521, 'valorPremio': 144.47}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2229, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 17765, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 17482, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 140847, 'valorPremio': 6}]",[],,1.0,126.0,02/03/2024,[],12760626.0,0.0,0.0,145693612.86,147000000.0
4583,maismilionaria,10.0,30/07/2022,"Espaço da Sorte em SAO PAULO, SP","['10', '47', '06', '48', '04', '42', '05', '02']","['04', '06', '10', '42', '47', '48']","['2', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 203478.92}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 12, 'valorPremio': 7536.26}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 37, 'valorPremio': 1833.14}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 637, 'valorPremio': 152.11}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1112, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 7812, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 9817, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 64285, 'valorPremio': 6}]",[],,1.0,11.0,06/08/2022,[],5734266.0,0.0,0.0,9255677.78,10000000.0
4615,maismilionaria,8.0,16/07/2022,"ESPAÇO DA SORTE em SAO PAULO, SP","['01', '04', '05', '38', '16', '50', '01', '03']","['01', '04', '05', '16', '38', '50']","['1', '3']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 175341.93}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 11, 'valorPremio': 7084.52}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 49, 'valorPremio': 1704}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 807, 'valorPremio': 103.46}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 929, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 8915, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 7292, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 61817, 'valorPremio': 6}]",[],,1.0,9.0,23/07/2022,[],5124552.0,0.0,0.0,7913094.04,10000000.0
4687,maismilionaria,93.0,08/11/2023,"Espaço da Sorte em SAO PAULO, SP","['19', '32', '11', '50', '13', '38', '05', '01']","['11', '13', '19', '32', '38', '50']","['1', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 5, 'valorPremio': 84180.3}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 31, 'valorPremio': 6034.43}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 166, 'valorPremio': 1207.4}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1817, 'valorPremio': 110.3}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2577, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 19713, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 18200, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 148834, 'valorPremio': 6}]",[],,1.0,94.0,11/11/2023,[],12271848.0,0.0,0.0,92965203.22,95000000.0
4706,maismilionaria,16.0,10/09/2022,"Espaço da Sorte em SAO PAULO, SP","['13', '33', '47', '03', '11', '23', '05', '02']","['03', '11', '13', '23', '33', '47']","['2', '5']",--,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 1, 'valorPremio': 74012.12}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 3, 'valorPremio': 19736.57}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 44, 'valorPremio': 1345.68}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 116, 'valorPremio': 546.88}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1119, 'valorPremio': 56.69}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1490, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 8824, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 9590, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 57442, 'valorPremio': 6}]",[],,1.0,17.0,17/09/2022,[],4378860.0,0.0,0.0,12928833.38,13500000.0
4762,maismilionaria,171.0,10/08/2024,"Espaço da Sorte em SAO PAULO, SP","['27', '41', '11', '07', '10', '47', '03', '06']","['07', '10', '11', '27', '41', '47']","['3', '6']",,nan,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 15, 'valorPremio': 20474.32}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 76, 'valorPremio': 1332.19}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 885, 'valorPremio': 114.4}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1318, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 10129, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 10072, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 74326, 'valorPremio': 6}]",[],,1.0,172.0,14/08/2024,[],6224148.0,0.0,0.0,3826298.63,10000000.0
4770,maismilionaria,162.0,10/07/2024,"Espaço da Sorte em SAO PAULO, SP","['15', '50', '12', '38', '16', '37', '03', '06']","['12', '15', '16', '37', '38', '50']","['3', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 21, 'valorPremio': 46301.13}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 180, 'valorPremio': 1780.81}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 2465, 'valorPremio': 130.03}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 3747, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 29621, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 30328, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 228662, 'valorPremio': 6}]",[],,1.0,163.0,13/07/2024,[],19368906.0,0.0,0.0,239714832.05,242000000.0
4784,maismilionaria,262.0,25/06/2025,"Espaço da Sorte em SAO PAULO, SP","['05', '46', '50', '35', '32', '24', '04', '02']","['05', '24', '32', '35', '46', '50']","['2', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 1, 'valorPremio': 255472.29}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 3, 'valorPremio': 68125.94}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 45, 'valorPremio': 4541.73}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 151, 'valorPremio': 1450.17}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 2149, 'valorPremio': 101.89}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2872, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 22146, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 20768, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 161309, 'valorPremio': 6}]",[],,1.0,263.0,28/06/2025,[],13321422.0,0.0,0.0,116461553.01,118000000.0
4819,maismilionaria,227.0,22/02/2025,"Espaço da Sorte em SAO PAULO, SP","['25', '46', '21', '44', '02', '37', '02', '01']","['02', '21', '25', '37', '44', '46']","['1', '2']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 158546.33}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 21, 'valorPremio': 6710.95}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 82, 'valorPremio': 1841.42}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1250, 'valorPremio': 120.79}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1489, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 13891, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 11660, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 108211, 'valorPremio': 6}]",[],,1.0,228.0,26/02/2025,[],8926884.0,0.0,0.0,50818594.08,52000000.0
4861,maismilionaria,45.0,01/04/2023,"Espaço da Sorte em SAO PAULO, SP","['07', '25', '43', '45', '22', '20', '05', '02']","['07', '20', '22', '25', '43', '45']","['2', '5']",nan,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 137283.11}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 9, 'valorPremio': 13558.83}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 97, 'valorPremio': 1347.89}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 997, 'valorPremio': 131.13}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1778, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 11530, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 13992, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 87594, 'valorPremio': 6}]",[],,1.0,46.0,08/04/2023,[],7863012.0,0.0,0.0,33802117.91,35000000.0
4863,maismilionaria,203.0,30/11/2024,"Espaço da Sorte em SAO PAULO, SP","['33', '44', '41', '48', '01', '27', '01', '05']","['01', '27', '33', '41', '44', '48']","['1', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 15, 'valorPremio': 19775.45}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 54, 'valorPremio': 1810.93}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 814, 'valorPremio': 120.13}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1119, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 8891, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 8256, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 66461, 'valorPremio': 6}]",[],,1.0,204.0,04/12/2024,[],5820474.0,0.0,0.0,25169471.24,27000000.0
4923,maismilionaria,140.0,20/04/2024,"Espaço da Sorte em SAO PAULO, SP","['20', '07', '14', '06', '44', '40', '01', '04']","['06', '07', '14', '20', '40', '44']","['1', '4']",--,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 13, 'valorPremio': 41788.47}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 38, 'valorPremio': 6353.81}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 156, 'valorPremio': 1658.27}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1691, 'valorPremio': 152.98}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2538, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 19502, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 19932, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 159232, 'valorPremio': 6}]",[],,1.0,141.0,24/04/2024,[],14814624.0,0.0,0.0,172210424.28,176000000.0
4993,maismilionaria,223.0,08/02/2025,"Espaço da Sorte em SAO PAULO, SP","['06', '20', '14', '15', '01', '40', '03', '05']","['01', '06', '14', '15', '20', '40']","['3', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 1, 'valorPremio': 228925.86}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 27, 'valorPremio': 13565.98}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 61, 'valorPremio': 2251.73}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1349, 'valorPremio': 145.45}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1635, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 12919, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 14976, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 116889, 'valorPremio': 6}]",[],,1.0,224.0,12/02/2025,[],10921074.0,0.0,0.0,46240302.6,49000000.0
5060,maismilionaria,131.0,20/03/2024,"Espaço da Sorte em SAO PAULO, SP","['29', '21', '37', '22', '24', '36', '02', '06']","['21', '22', '24', '29', '36', '37']","['2', '6']",--,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 233217.83}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 11, 'valorPremio': 18845.89}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 114, 'valorPremio': 1948.35}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1274, 'valorPremio': 174.34}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2047, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 16673, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 17232, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 139970, 'valorPremio': 6}]",[],,1.0,132.0,23/03/2024,[],12750504.0,0.0,0.0,156284953.02,159000000.0
5098,maismilionaria,22.0,22/10/2022,"Espaço da Sorte em SAO PAULO, SP","['22', '05', '46', '28', '48', '47', '03', '04']","['05', '22', '28', '46', '47', '48']","['3', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 16, 'valorPremio': 14797.05}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 64, 'valorPremio': 1219.53}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 765, 'valorPremio': 102.02}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1217, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 7623, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 7931, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 55288, 'valorPremio': 6}]",[],,1.0,23.0,29/10/2022,[],4787328.0,0.0,0.0,16549327.33,17000000.0
