,loteria,concurso,data,local,dezenasOrdemSorteio,dezenas,trevos,timeCoracao,mesSorte,premiacoes,estadosPremiados,observacao,acumulou,proximoConcurso,dataProximoConcurso,localGanhadores,valorArrecadado,valorAcumuladoConcurso_0_5,valorAcumuladoConcursoEspecial,valorAcumuladoProximoConcurso,valorEstimadoProximoConcurso
2643,maismilionaria,111.0,10/01/2024,"Espaço da Sorte em SAO PAULO, SP","['26', '03', '15', '23', '50', '24', '01', '03']","['03', '15', '23', '24', '26', '50']","['1', '3']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 1, 'valorPremio': 268706.1}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 214964.88}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 27, 'valorPremio': 7961.66}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 101, 'valorPremio': 1596.28}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1768, 'valorPremio': 130.27}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2602, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 22442, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 21006, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 174570, 'valorPremio': 6}]",[],,1.0,112.0,13/01/2024,[],14100306.0,0.0,0.0,120664338.07,122000000.0
2678,maismilionaria,40.0,25/02/2023,"Espaço da Sorte em SAO PAULO, SP","['48', '30', '33', '02', '22', '12', '02', '03']","['02', '12', '22', '30', '33', '48']","['2', '3']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 24, 'valorPremio': 16878.08}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 127, 'valorPremio': 1051.5}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1683, 'valorPremio': 79.34}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1655, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 14629, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 10492, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 98092, 'valorPremio': 6}]",[],,1.0,41.0,04/03/2023,[],8192760.0,0.0,0.0,29041174.61,30000000.0
2743,maismilionaria,138.0,13/04/2024,"Espaço da Sorte em SAO PAULO, SP","['45', '42', '31', '44', '39', '15', '04', '05']","['15', '31', '39', '42', '44', '45']","['4', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 4, 'valorPremio': 141877.21}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 20, 'valorPremio': 12611.31}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 147, 'valorPremio': 1838.38}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1829, 'valorPremio': 147.75}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2274, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 20435, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 18347, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 165542, 'valorPremio': 6}]",,,1.0,139.0,17/04/2024,[],15350196.0,0.0,0.0,168752651.04,173000000.0
2755,maismilionaria,25.0,12/11/2022,"Espaço da Sorte em SAO PAULO, SP","['14', '10', '31', '42', '21', '39', '03', '06']","['10', '14', '21', '31', '39', '42']","['3', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 11, 'valorPremio': 27259.84}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 36, 'valorPremio': 1922.17}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 736, 'valorPremio': 134.31}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 858, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 8049, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 6830, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 62450, 'valorPremio': 6}]",[],,1.0,26.0,19/11/2022,[],5682774.0,0.0,0.0,18363357.04,19000000.0
2767,maismilionaria,79.0,20/09/2023,"Espaço da Sorte em SAO PAULO, SP","['04', '18', '28', '15', '26', '11', '03', '02']","['04', '11', '15', '18', '26', '28']","['2', '3']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 153669.62}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 26, 'valorPremio': 5253.67}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 117, 'valorPremio': 1250.87}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1470, 'valorPremio': 99.55}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1878, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 15015, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 12719, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 109342, 'valorPremio': 6}]",[],,1.0,80.0,23/09/2023,[],8989596.0,0.0,0.0,73702532.97,75000000.0
2809,maismilionaria,92.0,04/11/2023,"Espaço da Sorte em SAO PAULO, SP","['45', '05', '33', '20', '49', '08', '03', '04']","['05', '08', '20', '33', '45', '49']","['3', '4']",-,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 3, 'valorPremio': 155123.7}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 33, 'valorPremio': 6267.62}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 136, 'valorPremio': 1629.45}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1724, 'valorPremio': 128.54}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2804, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 19822, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 20336, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 154575, 'valorPremio': 6}]",[],,1.0,93.0,08/11/2023,[],13308642.0,0.0,0.0,91515420.91,93000000.0
2817,maismilionaria,120.0,10/02/2024,"Espaço da Sorte em SAO PAULO, SP","['01', '34', '04', '32', '26', '10', '04', '03']","['01', '04', '10', '26', '32', '34']","['3', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 5, 'valorPremio': 117090.54}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 26, 'valorPremio': 10007.74}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 150, 'valorPremio': 1858.57}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1993, 'valorPremio': 139.88}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2697, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 20536, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 24180, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 171954, 'valorPremio': 6}]",[],,1.0,121.0,14/02/2024,[],16016628.0,0.0,0.0,137730847.08,140000000.0
2842,maismilionaria,156.0,19/06/2024,"Espaço da Sorte em SAO PAULO, SP","['40', '28', '27', '46', '23', '35', '01', '06']","['23', '27', '28', '35', '40', '46']","['1', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 3, 'valorPremio': 210599.58}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 26, 'valorPremio': 10799.98}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 119, 'valorPremio': 1769.74}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1516, 'valorPremio': 198.45}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2615, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 18618, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 23351, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 168368, 'valorPremio': 6}]",[],,1.0,157.0,22/06/2024,[],16711656.0,0.0,0.0,225908761.58,228000000.0
2911,maismilionaria,237.0,29/03/2025,"Espaço da Sorte em SAO PAULO, SP","['48', '02', '16', '13', '23', '45', '06', '05']","['02', '13', '16', '23', '45', '48']","['5', '6']",,nan,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 365458.11}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 28, 'valorPremio': 5800.93}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 80, 'valorPremio': 2175.34}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1452, 'valorPremio': 119.85}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1383, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 15382, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 11577, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 119448, 'valorPremio': 6}]",[],,1.0,238.0,02/04/2025,[],10082550.0,0.0,0.0,62641006.41,64000000.0
3095,maismilionaria,233.0,15/03/2025,"Espaço da Sorte em SAO PAULO, SP","['02', '12', '15', '26', '29', '18', '06', '02']","['02', '12', '15', '18', '26', '29']","['2', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 3, 'valorPremio': 68476.63}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 82171.95}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 33, 'valorPremio': 4980.12}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 177, 'valorPremio': 994.81}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1441, 'valorPremio': 122.19}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 2383, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 15734, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 15971, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 118585, 'valorPremio': 6}]",[],,1.0,234.0,19/03/2025,[],10419684.0,0.0,0.0,57295252.01,58000000.0
3099,maismilionaria,199.0,16/11/2024,"Espaço da Sorte em SAO PAULO, SP","['06', '36', '31', '38', '21', '10', '04', '05']","['06', '10', '21', '31', '36', '38']","['4', '5']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 10, 'valorPremio': 33525.93}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 48, 'valorPremio': 1611.82}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 677, 'valorPremio': 163.25}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 822, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 7709, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 6816, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 65828, 'valorPremio': 6}]",[],,1.0,200.0,21/11/2024,[],6179712.0,0.0,0.0,22491545.4,24000000.0
3102,maismilionaria,244.0,23/04/2025,"Espaço da Sorte em SAO PAULO, SP","['24', '13', '42', '07', '32', '12', '01', '02']","['07', '12', '13', '24', '32', '42']","['1', '2']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 1, 'valorPremio': 294506.48}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 31, 'valorPremio': 4222.31}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 89, 'valorPremio': 1575.74}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1642, 'valorPremio': 85.4}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1772, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 16629, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 12326, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 115357, 'valorPremio': 6}]",[],,1.0,245.0,26/04/2025,[],8810238.0,0.0,0.0,70829129.21,72000000.0
3112,maismilionaria,230.0,05/03/2025,"Espaço da Sorte em SAO PAULO, SP","['24', '35', '13', '34', '39', '14', '01', '06']","['13', '14', '24', '34', '35', '39']","['1', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 16, 'valorPremio': 20623.22}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 61, 'valorPremio': 1783.3}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1004, 'valorPremio': 108.34}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1142, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 9118, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 8662, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 67710, 'valorPremio': 6}]",[],,1.0,231.0,08/03/2025,[],6247920.0,0.0,0.0,53553885.45,55000000.0
3149,maismilionaria,297.0,25/10/2025,"Espaço da Sorte em SAO PAULO, SP","['01', '40', '45', '37', '08', '10', '02', '06']","['01', '08', '10', '37', '40', '45']","['2', '6']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 4, 'valorPremio': 71402.5}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 44, 'valorPremio': 2139.93}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 511, 'valorPremio': 184.26}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 778, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 6801, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 7213, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 56121, 'valorPremio': 6}]",[],,1.0,298.0,29/10/2025,[],5275638.0,0.0,0.0,2728866.66,10000000.0
3176,maismilionaria,163.0,13/07/2024,"Espaço da Sorte em SAO PAULO, SP","['50', '14', '17', '46', '34', '12', '01', '02']","['12', '14', '17', '34', '46', '50']","['1', '2']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 388873.42}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 89, 'valorPremio': 3883.88}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 194, 'valorPremio': 1909.04}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 3108, 'valorPremio': 119.16}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 3644, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 34717, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 28503, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 269924, 'valorPremio': 6}]",[],,1.0,164.0,17/07/2024,[],22217160.0,0.0,0.0,242393744.14,245000000.0
3189,maismilionaria,68.0,12/08/2023,"Espaço da Sorte em SAO PAULO, SP","['15', '04', '41', '38', '24', '29', '03', '04']","['04', '15', '24', '29', '38', '41']","['3', '4']",,,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 146411.48}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 17, 'valorPremio': 7655.51}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 62, 'valorPremio': 1574.32}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 887, 'valorPremio': 157.2}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1494, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 11185, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 11699, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 86219, 'valorPremio': 6}]",[],,1.0,69.0,16/08/2023,[],8073414.0,0.0,0.0,62157443.47,63500000.0
3268,maismilionaria,217.0,18/01/2025,"Espaço da Sorte em SAO PAULO, SP","['03', '24', '35', '31', '26', '40', '05', '04']","['03', '24', '26', '31', '35', '40']","['4', '5']",,null,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 2, 'valorPremio': 181805.79}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 8, 'valorPremio': 20200.65}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 72, 'valorPremio': 1683.39}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1031, 'valorPremio': 167.94}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1327, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 11325, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 10479, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 98758, 'valorPremio': 6}]",,,1.0,218.0,22/01/2025,[],9476454.0,0.0,0.0,38624331.82,40000000.0
3330,maismilionaria,69.0,16/08/2023,"Espaço da Sorte em SAO PAULO, SP","['41', '46', '43', '02', '09', '44', '03', '05']","['02', '09', '41', '43', '44', '46']","['3', '5']",,-,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 9, 'valorPremio': 42926.31}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 47, 'valorPremio': 1896.91}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 848, 'valorPremio': 150.19}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 1190, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 9044, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 10417, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 75932, 'valorPremio': 6}]",,,1.0,70.0,19/08/2023,[],7235796.0,0.0,0.0,63078710.29,65000000.0
3363,maismilionaria,283.0,06/09/2025,"Espaço da Sorte em SAO PAULO, SP","['17', '08', '47', '13', '22', '45', '05', '03']","['08', '13', '17', '22', '45', '47']","['3', '5']",,--,"[{'descricao': '6 acertos + 2 trevos', 'faixa': 1, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '6 acertos + 1 ou nenhum trevo', 'faixa': 2, 'ganhadores': 0, 'valorPremio': 0}, {'descricao': '5 acertos + 2 trevos', 'faixa': 3, 'ganhadores': 4, 'valorPremio': 121068.19}, {'descricao': '5 acertos + 1 ou nenhum trevo', 'faixa': 4, 'ganhadores': 27, 'valorPremio': 7971.57}, {'descricao': '4 acertos + 2 trevos', 'faixa': 5, 'ganhadores': 190, 'valorPremio': 1213.71}, {'descricao': '4 acertos + 1 ou nenhum trevo', 'faixa': 6, 'ganhadores': 1895, 'valorPremio': 121.69}, {'descricao': '3 acertos + 2 trevos', 'faixa': 7, 'ganhadores': 3017, 'valorPremio': 50}, {'descricao': '3 acertos + 1 trevo', 'faixa': 8, 'ganhadores': 21637, 'valorPremio': 24}, {'descricao': '2 acertos + 2 trevos', 'faixa': 9, 'ganhadores': 23846, 'valorPremio': 12}, {'descricao': '2 acertos + 1 trevo', 'faixa': 10, 'ganhadores': 167852, 'valorPremio': 6}]",[],,1.0,284.0,10/09/2025,[],13958574.0,0.0,0.0,153880965.07,156000000.0
